output,flag,username,timestamp
,,,2025-07-31 00:28:36.617689
,,,,,2025-08-04 02:42:30.999346
"ColoringBookAF, cute teddy bear sitting, simple round body, small ears, friendly face, thick black outlines, coloring book style, minimal details, centered composition, toddler safe","realistic bear anatomy, scary expression, complex fur details, color, shading, wild bear themes, thin lines, multiple bears, photographic, ",/teamspace/studios/this_studio/Python_ComfyUI_Gradio/flagged/output/a2845965f76b357ef405d601912cd143953a9874/tmp3r05c6s0.png,,,2025-08-04 03:17:50.702886
